"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
101902,ALDINE ISD,101902145,MARCELLA EL,REGION 04: HOUSTON,HARRIS,Elementary,5-Jan,No,No,595,0.886,0.686,B,85,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,74,,,Not Earned,Earned,Not Earned,,Earned,Not Earned,Not Earned,29,29,141,141,6,6,ZONED SCHOOL-TRANSFERS ACCEPTED
101902,ALDINE ISD,101902146,OGDEN EL,REGION 04: HOUSTON,HARRIS,Elementary,5-Jan,No,No,566,0.908,0.246,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,52,C,70,C,70,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,66,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,18,18,127,127,7,4,ZONED SCHOOL-TRANSFERS ACCEPTED
101902,ALDINE ISD,101902151,KEEBLE EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,622,0.939,0.643,B,89,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,29,29,140,140,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902153,HINOJOSA EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,607,0.928,0.743,A,93,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,29,29,140,140,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902154,VINES EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,562,0.906,0.598,B,87,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,18,18,139,139,15,15,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902155,DE SANTIAGO EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,583,0.892,0.717,B,85,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,29,29,141,141,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902161,GRIGGS EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,767,0.927,0.54,B,85,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,18,18,141,141,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902162,MAGRILL EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,647,0.903,0.479,C,76,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,18,18,127,127,7,4,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902163,GARCIA-LEZA EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,600,0.933,0.622,B,84,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,18,18,141,141,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902164,KUJAWA EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,657,0.939,0.603,B,82,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,18,18,139,139,15,15,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902165,JONES EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,776,0.912,0.287,B,81,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,18,18,127,127,15,4,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902166,VARDEMAN EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,659,0.929,0.59,B,83,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,29,29,140,140,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101902,ALDINE ISD,101902167,STOVALL EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,No,500,0.94,0.366,B,84,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,18,18,139,139,15,15,COMBINED ENROLLMENT TYPE SCHOOL
101903,ALIEF ISD,,,REGION 04: HOUSTON,HARRIS,District,,No,No,40642,0.832,0.496,B,81,C,73,B,87,B,87,C,78,Not Rated: Senate Bill 1365,68,,,,,,,,,Not Earned,,,,,,,
101903,ALIEF ISD,101903001,HASTINGS H S,REGION 04: HOUSTON,HARRIS,High School,12-Sep,No,No,3966,0.766,0.351,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,68,C,72,Not Rated: Senate Bill 1365,69,C,72,Not Rated: Senate Bill 1365,61,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903002,ELSIK H S,REGION 04: HOUSTON,HARRIS,High School,12-Sep,No,No,4116,0.772,0.322,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,67,C,72,C,72,C,70,Not Rated: Senate Bill 1365,59,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903003,TAYLOR H S,REGION 04: HOUSTON,HARRIS,High School,12-Sep,No,No,2852,0.764,0.312,C,71,Not Rated: Senate Bill 1365,69,C,73,Not Rated: Senate Bill 1365,63,C,73,Not Rated: Senate Bill 1365,65,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,9,7,149,149,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903005,ALIEF LEARNING CTR (6-12),REGION 04: HOUSTON,HARRIS,High School,12-Jul,No,No,90,0.867,0.378,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,9,7,149,149,13,13,SPECIAL ASSIGNMENT SCHOOL
101903,ALIEF ISD,101903006,KERR H S,REGION 04: HOUSTON,HARRIS,High School,12-Sep,No,No,790,0.695,0.044,A,99,A,98,A,97,B,84,A,97,A,100,,,Earned,Earned,Earned,Earned,Not Earned,Earned,Earned,9,7,149,149,17,18,SELECTIVE ENROL SCHL-CRITERIA-BASED
101903,ALIEF ISD,101903011,CROSSROADS,REGION 04: HOUSTON,HARRIS,High School,11-Sep,No,No,23,0.826,0.13,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,9,7,149,149,13,13,SPECIAL ASSIGNMENT SCHOOL
101903,ALIEF ISD,101903012,ALIEF EARLY COLLEGE H S,REGION 04: HOUSTON,HARRIS,High School,12-Sep,No,No,412,0.813,0.039,A,99,A,98,A,97,A,91,A,97,A,100,,,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,9,7,137,137,13,13,SELECTIVE ENROL SCHL-CRITERIA-BASED
101903,ALIEF ISD,101903041,ALIEF MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,8-Jun,No,No,897,0.873,0.618,C,77,Not Rated: Senate Bill 1365,69,C,79,C,77,C,79,C,73,Targeted Support,,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903042,OLLE MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,8-Jul,No,No,1053,0.877,0.583,B,83,Not Rated: Senate Bill 1365,69,B,85,B,85,C,79,C,77,Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,Not Earned,9,9,149,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903043,KILLOUGH MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,8-Jul,No,No,802,0.829,0.453,B,89,C,77,A,90,A,90,B,88,B,88,,,Earned,Not Earned,Earned,Earned,Earned,Earned,Earned,9,7,149,149,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903044,HOLUB MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,8-Jul,No,No,818,0.839,0.423,B,88,C,72,A,91,A,91,B,81,B,80,Targeted Support,,Not Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,9,9,131,131,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903045,ALBRIGHT MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,8-Jul,No,No,1118,0.774,0.255,A,91,B,81,A,91,A,91,A,90,A,90,,,Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,9,7,149,149,17,18,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903046,O'DONNELL MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,8-Jul,No,No,1311,0.847,0.341,B,87,C,75,A,90,A,90,B,85,B,81,Targeted Support,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,9,7,149,149,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903047,ALIEF ISD J J A E P,REGION 04: HOUSTON,HARRIS,High School,10-Jul,No,No,6,0.667,0.167,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,9,9,146,146,13,13,SPECIAL ASSIGNMENT SCHOOL
101903,ALIEF ISD,101903101,YOUENS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,734,0.917,0.77,C,78,Not Rated: Senate Bill 1365,56,B,82,B,82,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,69,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903102,BOONE EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,639,0.897,0.665,C,79,Not Rated: Senate Bill 1365,62,B,80,B,80,Not Rated: Senate Bill 1365,69,C,75,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,9,9,149,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903103,MARTIN EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,792,0.891,0.775,B,84,C,72,B,86,B,86,B,81,C,78,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903104,CHAMBERS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,502,0.902,0.769,B,87,Not Rated: Senate Bill 1365,69,A,91,A,91,C,75,C,77,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903105,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,650,0.869,0.645,B,86,Not Rated: Senate Bill 1365,67,B,89,B,89,C,73,C,78,,,Earned,Not Earned,,,Earned,Earned,Not Earned,9,9,131,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903106,MAHANAY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,534,0.878,0.494,A,91,B,88,A,91,A,90,A,91,A,90,,,Earned,Earned,,,Not Earned,Earned,Earned,9,7,149,149,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903107,KENNEDY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,643,0.907,0.698,A,91,C,70,A,96,A,96,C,77,C,78,,,Earned,Earned,,,Earned,Not Earned,Not Earned,9,9,131,131,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903108,CHANCELLOR EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,749,0.883,0.676,B,85,C,71,B,89,B,89,C,79,C,76,Targeted Support,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903109,LIESTMAN EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,702,0.856,0.637,B,81,Not Rated: Senate Bill 1365,67,B,83,B,83,C,72,C,75,Targeted Support,,Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,9,7,149,149,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903110,PETROSKY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,571,0.816,0.394,A,90,C,78,A,93,A,93,B,86,B,82,,,Earned,Earned,,,Earned,Earned,Earned,9,7,149,149,17,18,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903111,HEFLIN EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,646,0.904,0.211,B,89,C,73,A,93,A,93,B,82,C,79,,,Earned,Not Earned,,,Earned,Earned,Not Earned,9,7,149,149,17,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903112,CUMMINGS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,552,0.902,0.462,B,87,Not Rated: Senate Bill 1365,65,A,91,A,91,C,72,C,76,Targeted Support,,Not Earned,Not Earned,,,Earned,Not Earned,Not Earned,9,9,131,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903113,REES EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,522,0.822,0.69,B,87,C,77,A,91,A,91,B,85,C,78,,,Earned,Earned,,,Not Earned,Earned,Earned,9,7,149,149,17,18,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903114,ALEXANDER EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,648,0.881,0.648,B,87,Not Rated: Senate Bill 1365,65,A,92,A,92,C,72,C,75,Targeted Support,,Earned,Not Earned,,,Earned,Not Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903115,HEARNE EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,824,0.853,0.665,C,77,Not Rated: Senate Bill 1365,69,C,77,C,77,C,74,C,77,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Earned,9,7,149,149,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903116,LANDIS EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,606,0.908,0.756,C,77,Not Rated: Senate Bill 1365,60,B,80,B,80,Not Rated: Senate Bill 1365,67,C,71,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,9,9,149,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903117,SNEED EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,1006,0.882,0.649,B,84,Not Rated: Senate Bill 1365,60,B,88,B,88,Not Rated: Senate Bill 1365,66,C,74,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,9,7,137,137,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903118,BEST EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,765,0.85,0.756,C,75,Not Rated: Senate Bill 1365,50,C,77,C,77,Not Rated: Senate Bill 1365,52,C,70,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,9,9,131,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903119,OUTLEY EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,946,0.828,0.305,B,86,C,75,A,90,A,90,B,83,C,77,,,Earned,Earned,,,Not Earned,Not Earned,Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903120,HICKS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,712,0.854,0.588,B,88,C,72,A,93,A,93,C,79,C,77,Targeted Support,,Earned,Earned,,,Earned,Not Earned,Not Earned,9,7,149,149,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903121,BUSH EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,No,834,0.887,0.826,B,88,C,71,A,92,A,92,C,79,C,77,,,Not Earned,Earned,,,Earned,Earned,Earned,9,9,146,137,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903122,COLLINS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,817,0.909,0.834,C,78,C,71,C,79,C,79,C,79,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,9,7,137,137,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903123,HORN EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,821,0.864,0.821,B,87,Not Rated: Senate Bill 1365,69,A,92,A,92,C,75,C,76,,,Earned,Earned,,,Earned,Not Earned,Earned,9,9,149,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903124,HOLMQUIST EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,No,902,0.875,0.355,B,87,C,77,B,88,B,88,B,85,B,86,,,Earned,Earned,,,Not Earned,Earned,Earned,9,7,149,149,17,18,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903140,OWENS INT,REGION 04: HOUSTON,HARRIS,Middle School,6-May,No,No,814,0.844,0.802,C,76,Not Rated: Senate Bill 1365,57,C,77,C,77,Not Rated: Senate Bill 1365,60,C,74,Targeted Support,,Not Earned,Earned,,,Not Earned,Not Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903141,KLENTZMAN INT,REGION 04: HOUSTON,HARRIS,Middle School,6-May,No,No,811,0.829,0.687,C,76,Not Rated: Senate Bill 1365,55,C,77,C,77,Not Rated: Senate Bill 1365,58,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,9,9,131,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903142,YOUNGBLOOD INT,REGION 04: HOUSTON,HARRIS,Middle School,6-May,No,No,863,0.841,0.606,B,80,C,71,B,81,C,79,B,81,C,76,Targeted Support,,Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,9,9,131,131,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903143,MATA INT,REGION 04: HOUSTON,HARRIS,Middle School,6-May,No,No,808,0.864,0.663,B,80,Not Rated: Senate Bill 1365,65,B,81,B,81,C,75,C,79,Targeted Support,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,9,9,131,131,17,17,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903144,MILLER INT,REGION 04: HOUSTON,HARRIS,Middle School,6-May,No,No,824,0.826,0.405,B,88,C,76,B,89,B,89,B,87,B,87,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,9,7,149,149,17,18,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903145,BUDEWIG INT,REGION 04: HOUSTON,HARRIS,Middle School,6-May,No,No,1137,0.836,0.416,B,81,Not Rated: Senate Bill 1365,64,B,83,B,83,C,72,C,77,Targeted Support,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,9,7,149,149,13,13,ZONED SCHOOL-TRANSFERS ACCEPTED
101903,ALIEF ISD,101903205,ALIEF LEARNING CTR (K-6),REGION 04: HOUSTON,HARRIS,Elementary,6-Jan,No,No,14,0.929,0.214,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,9,7,149,149,13,13,SPECIAL ASSIGNMENT SCHOOL
101905,CHANNELVIEW ISD,,,REGION 04: HOUSTON,HARRIS,District,,No,No,9503,0.787,0.404,B,87,C,79,B,89,B,84,A,91,B,81,,,,,,,,,Not Earned,,,,,,,
101905,CHANNELVIEW ISD,101905001,CHANNELVIEW H S,REGION 04: HOUSTON,HARRIS,High School,12-Sep,No,No,2891,0.816,0.238,B,83,B,80,B,86,B,83,B,86,C,75,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,36,2,143,143,15,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905005,ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,REGION 04: HOUSTON,HARRIS,High School,12-Sep,Yes,No,46,0.5,0.174,A,96,B,88,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Comprehensive Progress,,,,,,,,,36,2,143,143,6,6,SELECTIVE ENRL SCHL-SPCL PGM-BASED
101905,CHANNELVIEW ISD,101905007,JJAEP DISCIPLINARY SCHOOL,REGION 04: HOUSTON,HARRIS,High School,9-Sep,No,No,1,0,1,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,9,9,146,146,13,13,SPECIAL ASSIGNMENT SCHOOL
101905,CHANNELVIEW ISD,101905041,ALICE JOHNSON J H,REGION 04: HOUSTON,HARRIS,Middle School,8-Jun,No,No,1206,0.637,0.396,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,69,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,2,143,143,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905042,B H HAMBLEN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,938,0.835,0.417,B,84,C,75,B,86,B,86,B,83,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,29,29,143,143,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905043,AGUIRRE J H,REGION 04: HOUSTON,HARRIS,Middle School,8-Jun,No,No,1003,0.713,0.382,C,79,C,73,B,81,B,81,C,79,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,29,29,143,143,15,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905101,VIOLA COBB EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,392,0.819,0.429,B,88,C,72,A,92,A,92,C,79,C,78,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,2,143,143,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905102,DE ZAVALA EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,545,0.912,0.653,B,83,C,74,B,83,B,82,B,83,B,83,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,36,2,143,143,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905103,SCHOCHLER EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,422,0.889,0.528,C,78,C,70,C,79,C,79,C,77,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,2,143,143,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905104,MCMULLAN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,513,0.91,0.598,B,86,C,76,B,85,B,83,B,85,B,89,,,Earned,Not Earned,Earned,,Not Earned,Earned,Earned,36,2,143,143,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905105,CRENSHAW EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,504,0.982,0.663,B,83,Not Rated: Senate Bill 1365,69,B,86,B,86,C,77,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,2,143,143,15,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905106,HARVEY S BROWN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,628,0.503,0.393,B,84,C,73,B,88,B,88,Not Rated: Senate Bill 1365,67,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,2,143,143,6,6,COMBINED ENROLLMENT TYPE SCHOOL
101905,CHANNELVIEW ISD,101905107,EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,HARRIS,Elementary,EE - PK,No,No,414,0.872,0.623,B,87,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,36,2,143,143,6,6,SELECTIVE ENRL SCHL-SPCL PGM-BASED
101906,CROSBY ISD,,,REGION 04: HOUSTON,HARRIS,District,,No,No,6465,0.543,0.172,B,84,B,84,B,85,B,82,B,85,B,82,,,,,,,,,Not Earned,,,,,,,
101906,CROSBY ISD,101906001,CROSBY H S,REGION 04: HOUSTON,HARRIS,High School,12-Sep,No,No,1890,0.471,0.102,B,83,B,84,B,82,C,78,B,82,B,82,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,36,2,142,128,4,4,COMBINED ENROLLMENT TYPE SCHOOL
101906,CROSBY ISD,101906004,CROSBY CROSSROADS ACADEMY,REGION 04: HOUSTON,HARRIS,High School,12-Oct,Yes,No,22,0.545,0.091,C,76,C,76,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,36,2,142,128,4,4,SELECTIVE ENROL SCHL-CRITERIA-BASED
101906,CROSBY ISD,101906042,CROSBY MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,8-Jun,No,No,1545,0.519,0.167,C,74,C,75,C,70,C,70,C,70,C,71,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,2,142,128,4,4,COMBINED ENROLLMENT TYPE SCHOOL
101906,CROSBY ISD,101906101,NEWPORT EL,REGION 04: HOUSTON,HARRIS,Elementary,5-Jan,No,No,652,0.468,0.189,B,86,B,89,A,90,A,90,B,85,C,78,,,Earned,Not Earned,Earned,,Earned,Not Earned,Earned,36,2,128,128,4,4,COMBINED ENROLLMENT TYPE SCHOOL
